列標籤,2025/12/1,2025/12/2,2025/12/3,2025/12/4,2025/12/5,2025/12/6,2025/12/7,2025/12/8,2025/12/9,2025/12/10,2025/12/11,2025/12/12,2025/12/13,2025/12/14,2025/12/15,2025/12/16,2025/12/17,2025/12/18,2025/12/19,2025/12/20,2025/12/21,2025/12/22,2025/12/23,2025/12/24,2025/12/25,2025/12/26,2025/12/27,2025/12/28,2025/12/29,2025/12/30,2025/12/31,2026/1/1,2026/1/2,2026/1/3,2026/1/4,2026/1/5,(空白),總計,用量占比(100%)
005GIN04,14,27,7,47,74,4,2,33,27,90,24,61,26,0,11,11,11,35,30,22,0,44,9,19,2,57,16,0,93,11,40,5,31,24,0,13,0,920,0.078861311
005GIO01,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,17,1,21,0,0,0,0,0,0,0,0,0,0,2,0,0,17,0,0,0,75,0.006428911
005GIO02,0,0,0,0,0,0,1,1,1,1,1,1,2,0,1,1,1,1,18,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,0,1,0,35,0.003000159
005GLI03,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
005GLU01,140,93,112,140,162,45,4,117,76,79,38,80,78,43,39,74,74,76,120,103,12,92,129,129,45,97,140,19,49,140,234,10,61,210,9,110,0,3179,0.272500118
005GLU04,23,18,18,36,15,0,0,3,7,8,8,15,20,1,13,30,11,24,22,36,9,14,29,25,63,16,36,1,25,71,40,0,31,114,5,14,0,801,0.068660772
005GLU08,14,24,0,16,45,7,0,14,25,16,52,20,66,0,9,14,12,13,14,37,0,11,65,10,0,3,14,0,26,3,4,0,2,11,1,7,0,555,0.047573943
005GLY10,3,5,0,2,5,5,2,11,11,11,15,6,26,1,5,12,14,10,18,35,1,14,10,25,0,21,37,0,5,14,23,6,9,23,0,6,0,391,0.033516057
005GLY14,51,72,0,128,214,16,0,38,40,142,45,261,95,0,87,50,67,206,112,75,0,74,56,94,21,251,84,0,46,51,150,13,83,80,4,47,0,2753,0.235983902
005GLY15,10,26,7,25,36,15,12,10,29,33,7,6,16,0,3,34,6,14,13,19,0,8,18,51,1,21,54,1,23,10,17,0,16,20,1,9,0,571,0.048945444
005GLY16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0.000171438
005GOU01,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,6,0.000514313
005GRA01,4,9,2,7,20,4,1,5,2,2,2,3,1,0,0,2,6,2,1,1,2,5,5,5,0,5,6,2,4,3,6,0,2,3,0,1,0,123,0.010543414
005GRA02,3,3,1,4,0,2,0,1,8,5,3,3,1,0,0,0,4,4,4,0,1,2,6,5,0,1,6,0,2,3,4,2,2,2,0,2,0,84,0.007200381
005GUA02,1,2,0,0,0,0,2,0,2,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,3,0,0,0,0,0,0,0,0,0,13,0.001114345
005HAE04,0,0,0,0,1,0,1,1,1,1,0,3,0,0,1,1,0,0,1,0,0,0,0,1,0,1,0,1,0,2,0,0,0,1,0,2,0,19,0.001628658
005HAR04,54,124,56,74,96,45,32,44,125,45,112,129,118,33,90,46,58,77,76,164,58,70,117,104,46,83,85,15,96,40,104,23,72,124,11,52,0,2698,0.231269367
005HEM01,60,118,31,56,185,67,30,70,76,82,90,97,147,16,68,86,90,101,107,151,6,58,127,231,21,83,183,15,76,120,245,30,97,225,21,99,0,3365,0.288443818
005HEP13,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,11,0.000942907
005HER01,16,31,4,21,77,7,0,25,15,23,74,24,62,3,22,39,44,25,27,134,92,16,13,62,9,37,61,2,27,14,57,52,19,56,9,18,0,1217,0.1043198
005HER07,0,0,0,0,0,2,0,0,1,0,0,0,1,0,1,0,1,1,1,0,0,2,0,0,0,2,2,0,1,0,0,0,0,0,0,1,0,16,0.001371501
005HIG01,1,1,0,3,1,2,1,0,1,1,4,1,0,2,0,0,4,2,0,1,0,1,1,0,0,0,0,3,1,1,1,2,1,3,0,1,0,40,0.003428753
005HUM09,43,60,9,59,132,24,29,52,48,49,57,54,74,10,43,50,55,62,51,87,6,43,49,109,13,57,76,7,41,41,85,10,28,47,5,33,0,1698,0.145550551
005HUM21,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,0.000171438
005HUM25,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,5,0.000428594
005HYD10,4,6,0,3,9,0,0,0,0,0,0,0,0,0,0,1,4,3,3,6,3,5,2,4,0,4,8,0,2,34,0,0,2,4,0,2,0,109,0.009343351
005HYD11,1,1,0,0,0,1,2,0,0,0,0,0,0,1,0,0,1,0,1,0,1,0,0,0,4,1,0,0,0,0,0,0,4,0,0,0,0,18,0.001542939
005HYD12,35,53,34,29,65,11,14,41,14,29,32,40,50,25,15,33,33,30,36,50,21,28,12,67,13,34,56,22,18,40,79,15,44,81,23,31,0,1253,0.107405677
005HYD14,49,22,42,49,121,140,30,59,51,41,46,13,50,1,9,40,40,9,52,32,30,6,23,64,42,122,50,0,17,22,50,3,16,71,3,22,0,1437,0.123177939
005ICH01,5,3,0,0,0,0,0,0,1,1,0,0,1,1,3,1,2,3,1,1,2,4,0,2,2,2,1,0,1,2,3,0,1,1,0,0,0,44,0.003771628
005IDA01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0.000600032
005IMF03,0,0,0,3,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,2,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,10,0.000857188
005IMF04,1,3,9,3,3,7,0,3,1,1,11,0,3,0,0,8,5,0,11,2,0,3,9,9,0,0,0,0,6,3,8,0,6,3,0,3,0,121,0.010371977
005IMJ01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,2,0.000171438
005IMM05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,2,2,4,0,56,0,0,0,0,0,0,0,0,0,2,0,70,0.006000317
005IMO02,17,39,32,56,135,26,0,27,24,47,25,119,40,0,22,44,41,131,49,66,0,74,30,63,8,109,42,1,43,17,37,3,40,34,1,17,0,1459,0.125063753
005IMO08,73,124,67,80,193,94,36,165,66,43,70,228,170,25,48,104,145,235,91,122,77,122,126,143,154,110,161,94,91,66,152,85,52,125,121,157,0,4015,0.344161049
005INC04,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,8.57188E-05
005INS20,17,36,9,27,60,0,0,17,38,26,18,33,35,17,21,22,31,25,38,22,3,16,26,23,3,27,38,7,14,13,37,10,26,43,1,8,0,787,0.067460709
005INV01,2,6,0,1,2,0,0,0,1,1,1,2,4,0,3,2,2,2,4,8,0,4,5,10,0,2,4,0,1,0,0,0,0,0,0,0,0,67,0.005743161
005INV02,19,23,0,47,65,0,0,19,7,15,8,64,15,0,8,18,10,34,32,16,0,15,8,14,24,87,8,0,4,4,8,0,4,8,0,4,0,588,0.050402664
005INV04,1,0,0,2,0,0,1,0,0,0,2,1,0,0,0,1,0,0,1,0,0,0,0,1,0,1,0,0,0,2,0,0,0,0,0,0,0,13,0.001114345
005INV05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
005INV06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
005IPR03,401,950,74,457,1588,70,50,493,502,593,569,638,1267,20,547,539,580,620,596,1255,50,569,576,1171,36,563,1220,60,575,570,1220,26,487,1210,33,414,0,20589,1.764864714
005IRE01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0.000171438
005ISO15,9,5,0,0,8,0,0,3,3,3,3,3,5,0,3,3,3,3,3,5,0,3,3,5,0,3,5,0,3,0,0,0,0,0,3,3,0,90,0.007714693
005IZB01,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,1,0,5,0.000428594
005JAK01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,112,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,112,0.009600507
005JAN02,37,25,0,9,28,4,1,11,13,17,13,15,32,0,16,16,32,34,20,34,1,11,10,21,1,18,34,0,46,86,40,2,9,19,19,7,0,681,0.058374514
005JAR02,5,1,3,10,15,4,62,8,10,8,47,11,36,0,9,34,23,40,19,22,0,66,26,18,28,5,21,0,12,14,24,4,67,45,2,23,0,722,0.061888986
005JUX01,4,10,1,29,15,0,0,4,4,4,4,31,12,0,6,6,6,6,27,14,0,10,8,16,0,31,12,0,6,8,16,0,18,14,0,16,0,338,0.02897296
005KAL02,132,274,32,27,292,41,65,99,37,66,158,157,243,46,124,123,108,105,112,199,41,82,73,221,73,110,243,45,93,164,319,47,123,349,29,89,0,4541,0.389249146
005KAP01,40,0,0,0,30,0,0,0,40,0,0,126,0,0,0,30,2,60,0,0,0,0,0,30,0,0,0,0,40,0,0,0,0,40,0,105,0,543,0.046545317
005KAS01,874,1425,373,829,1946,383,90,691,825,1114,884,959,1473,178,725,648,781,1038,942,1201,216,909,699,1255,321,883,1151,256,966,911,1369,163,881,1449,152,824,0,29784,2.553049233
005KAS02,0,1,0,2,0,0,0,0,0,1,1,2,2,0,0,0,0,1,3,0,0,0,0,0,0,2,1,1,0,0,1,0,3,1,0,0,0,22,0.001885814
005KEL01,0,0,0,0,0,0,0,0,0,0,0,4,180,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,184,0.015772262
005KEN04,1042,1220,918,1332,1531,762,320,942,1049,652,1110,1112,1546,391,756,1372,946,1293,1327,1149,276,923,1442,1588,786,873,1603,264,785,977,1174,606,741,1169,254,959,0,35190,3.016445155
005KEP01,121,162,2,159,186,88,28,80,81,116,113,322,156,28,116,74,83,82,64,112,45,63,55,136,78,136,119,30,68,261,128,5,167,151,43,71,0,3729,0.319645467
005KID02,0,0,0,1,0,3,1,0,1,0,2,2,0,0,0,1,1,0,1,1,0,0,0,0,0,1,3,1,0,0,0,0,0,0,0,0,0,19,0.001628658
005KIS01,92,89,24,0,0,0,83,28,0,0,0,0,32,21,0,0,36,39,1,4,80,0,0,6,27,120,0,23,60,91,24,0,0,63,21,28,0,992,0.085033066
005KLU02,2,2,0,1,4,0,0,1,1,1,1,3,5,0,3,7,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,2,0,40,0.003428753
005KOD01,55,6,12,2,6,0,0,5,4,4,4,2,4,0,2,2,2,2,28,0,14,0,0,0,0,2,2,0,2,2,4,0,4,6,0,3,0,179,0.015343668
005KRE03,0,0,0,0,0,0,1,3,3,3,3,3,66,0,3,3,3,3,3,6,0,3,3,6,0,3,6,0,3,3,6,0,3,6,0,54,0,199,0.017058044
005LAB02,75,27,29,8,26,11,2,18,22,31,30,52,87,8,44,136,29,33,107,78,2,37,67,55,34,34,78,3,38,66,127,1,18,76,10,26,0,1525,0.130721195
005LAB03,0,0,0,0,0,0,0,1,1,1,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0.000857188
005LAC04,0,14,13,12,43,13,8,20,10,19,26,15,28,13,15,19,14,34,17,28,10,15,8,31,6,17,24,11,3,18,27,6,20,34,9,19,0,619,0.053059947
005LAC07,1718,2945,1716,2378,3368,1605,1021,1602,2259,2256,2108,2404,2942,861,1684,2467,2082,2676,2746,3011,1057,1532,2357,2750,2180,1534,2369,801,1544,2109,3087,1410,1798,2712,680,1733,0,73502,6.300504455
005LAM02,4,7,0,6,38,0,0,5,4,4,4,18,12,0,6,18,4,16,64,4,0,4,2,4,0,16,4,0,24,0,0,0,2,4,0,0,0,274,0.023486956
005LAM04,1,2,0,42,20,0,0,21,1,1,1,51,2,0,3,3,3,12,36,10,0,13,5,25,0,52,4,0,2,2,4,0,2,4,0,2,0,324,0.027772897
005LAN03,13,15,0,9,17,0,3,9,15,5,8,8,21,8,17,8,10,9,27,17,1,12,11,11,5,15,12,2,7,5,8,1,28,12,0,9,0,358,0.030687336
005LAT03,19,23,4,66,129,0,0,17,16,16,16,136,26,0,32,17,18,83,48,21,0,31,24,33,56,153,27,0,16,35,42,0,28,26,0,17,0,1175,0.100719609
005LAT04,20,15,1,43,23,0,0,9,10,10,10,62,20,0,17,16,8,8,45,14,0,12,8,16,0,44,27,0,8,8,24,1,8,12,0,6,0,505,0.043288002
005LCA01,0,0,0,0,0,0,0,2,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0.000514313
005LEA01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,8.57188E-05
005LEE01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
005LEE02,85,37,11,48,22,0,3,22,12,10,22,63,11,0,13,9,13,21,52,18,3,20,64,63,1,74,36,4,44,44,64,0,23,88,1,57,0,1058,0.090690508
005LEF02,109,335,241,187,282,178,158,115,201,299,217,302,317,169,127,155,243,230,221,257,151,113,227,181,269,99,188,48,122,205,302,190,134,405,155,132,0,7264,0.622661484
005LEF06,30,71,18,35,89,12,0,11,33,29,35,26,64,0,42,32,38,50,47,75,3,41,42,59,6,22,55,0,18,29,34,0,9,45,0,9,0,1109,0.095062168
005LEN01,40,82,0,83,298,6,11,66,40,52,52,215,57,9,52,97,25,146,93,53,1,67,34,74,38,213,47,7,36,57,61,8,46,49,0,41,0,2256,0.19338165
005LEN07,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0.000685751
005LEQ01,0,0,0,0,3,0,0,0,0,1,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,9,0.000771469
005LEQ02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0.000257156
005LES04,0,0,0,0,0,0,0,0,2,2,56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60,0.005143129
005LEU01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,0,0,0,0,0,0,0,0,0,0,0,28,0.002400127
005LEU09,1,4,9,0,2,1,1,9,6,5,6,5,0,1,6,6,15,5,1,0,0,1,2,9,3,20,1,0,2,6,6,0,0,3,0,2,0,138,0.011829197
005LEU10,1,0,0,7,2,2,2,0,0,0,1,2,0,0,1,0,1,0,1,3,1,0,2,5,0,0,5,1,1,4,1,4,0,0,1,0,0,48,0.004114503
005LEV04,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,8.57188E-05
005LEV05,38,71,73,42,88,16,33,31,103,47,82,23,33,7,28,34,44,26,38,39,60,32,35,42,12,72,16,0,36,17,32,15,9,16,0,8,0,1298,0.111263024
005LEV06,10,13,0,4,18,2,0,7,8,5,5,6,9,0,7,6,5,4,6,19,0,7,9,21,2,7,7,1,1,5,6,1,5,8,1,5,0,220,0.01885814
005LEV07,13,36,10,35,21,6,0,22,4,20,29,13,10,7,2,30,33,16,28,8,3,13,49,33,7,23,23,0,20,23,35,2,16,54,0,15,0,659,0.0564887
005LEV11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0.000171438
005LEX02,8,14,0,24,38,3,0,11,36,7,9,20,11,0,5,5,6,7,19,13,0,7,13,24,11,19,10,0,5,5,12,0,6,16,0,8,0,372,0.0318874
005LHR03,0,6,0,0,0,0,1,2,1,1,1,0,0,1,1,3,1,0,0,0,0,0,3,0,2,0,0,1,2,2,0,0,0,0,0,0,0,28,0.002400127
005LID02,31,55,12,98,153,24,1,28,47,51,24,108,44,0,19,23,25,53,82,58,3,53,28,65,56,110,54,0,57,40,77,0,59,50,0,46,0,1634,0.140064546
005LID10,0,0,14,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,2,9,0,1,1,19,0,0,0,0,0,0,52,0.004457378
005LIN03,1,2,2,4,16,0,0,3,3,15,0,0,5,0,2,3,3,3,3,6,0,3,3,13,0,0,7,1,4,4,12,1,4,16,0,4,0,143,0.012257791
005LIN04,8,11,3,6,18,4,0,8,6,2,3,1,4,0,1,2,2,4,4,8,0,2,2,4,0,2,9,0,4,2,4,0,1,4,0,2,0,131,0.011229165
005LIN05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,4,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0.000685751
005LIN06,7,14,0,11,31,0,27,11,32,8,8,46,64,0,140,19,38,58,10,73,2,14,12,68,0,20,33,0,39,10,68,0,12,79,8,27,0,989,0.08477591
005LIP10,89,82,38,56,92,18,23,48,104,49,64,60,82,4,36,60,49,85,64,103,3,77,110,104,2,76,97,6,72,78,95,4,51,68,3,49,0,2101,0.180095234
005LIP15,36,14,1,7,18,8,1,17,7,6,10,6,11,6,8,31,36,3,9,14,12,11,13,14,8,22,6,0,2,10,8,0,5,20,2,49,0,431,0.03694481
005LIP18,63,133,44,117,176,40,42,71,75,64,132,105,137,18,56,58,61,74,66,141,30,64,81,99,48,126,102,6,51,90,76,37,50,125,9,115,0,2782,0.238469748
005LIP22,3,6,0,4,12,30,0,1,3,4,4,2,6,0,4,4,4,4,5,10,0,5,6,10,0,6,18,0,3,3,8,1,5,26,0,3,0,200,0.017143763
005LIV03,29,345,44,57,115,27,47,86,39,91,82,117,130,30,29,94,122,41,76,102,13,66,16,54,22,26,54,2,58,30,83,65,82,166,22,104,0,2566,0.219954483
005LIX03,4,8,11,3,15,0,1,7,22,16,3,12,4,0,4,4,10,3,3,6,9,2,4,6,0,5,6,0,3,4,25,0,3,9,12,8,0,232,0.019886765
005LOF03,23,17,11,8,21,18,9,9,19,5,9,19,24,5,32,17,23,28,16,13,5,19,16,43,9,9,30,8,7,14,30,9,30,39,5,22,0,621,0.053231385
005LOP05,14,11,13,19,10,4,31,13,3,5,5,6,20,1,5,69,23,6,49,4,0,19,57,2,22,3,6,1,13,2,19,7,10,29,2,4,0,507,0.04345944
005LOR05,42,100,45,108,115,20,7,48,49,24,15,63,29,70,17,43,39,45,202,48,39,22,68,80,89,61,97,0,33,54,62,18,46,89,57,73,0,2017,0.172894853
005LOR07,0,46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,156,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,202,0.017315201
005LOT02,1,6,0,16,4,0,0,1,1,1,0,14,0,0,1,1,8,1,13,2,0,4,1,2,0,22,2,0,1,1,2,0,1,2,0,1,0,109,0.009343351
005LOX01,1,0,0,1,3,3,0,2,1,3,2,2,31,0,5,3,2,4,2,4,0,2,2,32,0,2,4,0,2,8,2,0,2,6,0,1,0,132,0.011314884
005LUC02,748,1102,568,587,1687,267,227,666,565,773,734,1034,1064,205,611,673,556,804,649,1062,478,758,874,1142,458,846,1052,111,663,715,1382,268,932,1212,179,538,0,26190,2.244975806
005LUM05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
005LUM06,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,8.57188E-05
005LUN01,2,5,25,3,13,0,0,4,4,11,5,5,9,0,5,9,2,6,3,12,0,4,20,6,11,7,10,0,3,7,4,0,4,9,1,8,0,217,0.018600983
005LUN02,11,26,0,28,46,0,0,13,10,15,41,44,18,0,9,21,16,20,16,20,0,31,8,23,0,28,14,0,8,11,36,0,10,19,0,11,0,553,0.047402506
005LYN02,128,83,72,20,42,52,0,0,140,0,28,40,0,80,84,0,0,21,0,0,0,126,116,72,42,0,84,0,2,124,0,56,0,0,0,0,0,1412,0.121034969
005LYR01,160,126,54,101,216,31,7,89,109,141,168,173,176,0,105,153,99,83,151,170,103,105,124,229,44,106,125,26,83,86,290,58,92,138,0,152,0,4073,0.34913274
005MAD04,49,80,32,36,119,0,1,44,31,62,56,44,54,7,44,33,55,42,69,57,1,33,17,44,26,48,51,0,46,108,106,0,29,71,2,52,0,1549,0.132778447
005MAF01,9,4,8,13,41,7,0,2,5,9,9,7,12,0,10,42,9,7,17,19,2,9,14,17,0,5,9,5,31,9,17,1,6,11,0,7,0,373,0.031973119
005MAG02,17,27,13,47,39,15,8,23,12,19,28,36,22,4,20,9,19,23,33,36,9,14,44,34,12,26,30,12,25,15,50,7,35,40,12,29,0,844,0.072346681
005MAG04,103,279,105,254,571,244,3,165,302,163,352,423,334,29,307,134,138,188,232,247,4,190,351,529,34,331,299,84,272,216,360,125,223,441,24,129,0,8185,0.701608514
005MAR02,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,5,0.000428594
005MEB02,6,12,0,6,39,0,0,11,9,9,9,54,24,0,13,12,9,31,12,25,0,15,77,42,2,29,12,0,41,3,32,0,3,6,0,5,0,548,0.046973911
005MED02,693,597,225,509,1032,197,28,491,396,529,733,362,642,16,463,658,462,591,439,438,156,427,428,564,99,471,519,59,383,306,666,220,393,489,128,300,0,15109,1.295125599
005MED08,39,75,12,21,94,23,8,46,36,56,46,60,83,17,43,58,44,56,49,90,10,18,13,56,9,28,58,11,25,31,61,7,37,54,7,31,0,1412,0.121034969
005MEG04,9,15,14,16,8,8,5,6,5,9,14,9,11,6,9,6,8,3,13,8,1,8,3,9,11,7,8,4,5,12,9,9,8,14,1,8,0,299,0.025629926
005MEG07,6,8,0,52,24,0,0,3,3,7,7,43,14,0,9,8,7,7,40,18,0,15,11,21,8,67,16,0,8,14,14,0,8,16,0,10,0,464,0.039773531
005MEK03,0,0,0,0,0,0,0,0,0,0,0,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,0,0,0,0,60,0.005143129
005MEL10,55,111,4,56,157,0,11,117,81,50,60,46,180,28,99,27,32,34,39,107,7,45,61,127,2,45,83,7,94,52,117,10,65,76,35,33,0,2153,0.184552612
005MEN12,36,75,24,44,152,0,6,59,41,40,42,44,81,6,45,43,58,47,44,88,0,36,37,52,4,28,62,0,42,40,92,0,50,100,4,23,0,1545,0.132435572
005MEP02,23,56,30,30,116,2,2,31,26,41,44,114,41,2,51,29,31,32,33,60,16,75,82,86,2,41,79,2,68,35,59,23,51,45,0,20,0,1478,0.126692411
005MEP06,178,494,52,221,588,0,12,204,176,162,158,156,332,4,113,122,76,120,128,268,12,174,216,432,8,124,372,16,160,169,240,28,74,276,8,124,0,5997,0.514055743
005MEP08,0,0,0,1,0,0,0,0,0,0,0,2,0,3,2,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,1,1,0,0,0,0,0,13,0.001114345
005MEP12,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0.000171438
005MER07,55,118,18,43,157,6,7,50,15,49,49,58,115,6,50,66,62,75,72,150,2,72,69,123,5,71,126,0,41,38,93,0,66,125,0,47,0,2099,0.179923796
005MER09,0,0,0,0,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,0,0,0,0,0,0,0,0,0,0,42,0.00360019
005MES01,2,4,50,2,18,0,0,6,5,7,7,7,38,0,18,0,2,2,2,4,0,2,11,16,2,74,4,0,2,2,4,0,2,4,17,35,0,349,0.029915867
005MET02,0,0,12,0,0,0,0,0,3,0,0,0,0,0,3,0,6,0,0,0,0,6,0,0,9,0,0,0,0,0,0,0,0,4,0,0,0,43,0.003685909
005MET11,50,22,21,27,39,15,1,18,16,16,18,32,26,3,21,14,9,14,28,33,0,17,23,40,0,41,37,4,45,22,30,0,25,25,1,16,0,749,0.064203394
005MET25,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,4,0.000342875
005MET29,24,51,2,34,129,70,0,39,87,123,151,52,238,0,40,51,72,68,36,66,53,35,136,94,54,42,101,1,104,52,317,39,56,45,3,54,0,2519,0.215925699
005MET38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,0.000171438
005MEZ03,4,10,0,61,83,0,0,7,4,4,5,124,10,0,4,4,6,59,60,22,0,35,10,23,2,132,17,0,24,16,33,0,14,12,0,13,0,798,0.068403616
005MID01,101,186,29,110,338,94,40,158,166,192,178,155,268,12,105,282,221,164,206,272,68,176,288,202,59,133,152,12,131,110,208,40,145,219,46,188,0,5454,0.467510426
005MID03,187,271,522,417,324,413,479,433,279,371,290,492,366,392,244,119,234,125,296,307,347,221,278,232,466,215,324,308,362,326,363,389,380,413,423,430,0,12038,1.031883114
005MIK02,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,7,0.000600032
005MIN08,3,6,1,10,10,1,1,6,3,70,2,9,2,1,1,1,1,2,7,6,0,3,1,4,0,9,4,1,3,3,11,0,2,4,0,7,0,195,0.016715169
005MIR07,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,3,0.000257156
005MIR09,0,0,0,7,14,0,0,0,0,1,1,21,2,0,1,1,1,13,7,2,0,4,1,2,8,22,2,0,1,2,9,0,1,4,0,2,0,129,0.011057727
005MIR10,5,10,12,8,15,0,0,3,6,7,6,13,20,0,5,12,6,7,13,12,0,23,6,10,0,14,14,0,7,8,13,0,6,15,1,8,0,285,0.024429863
005MIR12,12,28,1,34,106,12,0,17,14,53,11,55,34,0,12,23,24,38,34,24,0,33,11,42,1,38,16,0,10,31,26,1,8,21,9,8,0,787,0.067460709
005MIT04,0,2,0,0,0,0,1,0,1,0,2,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,7,1,1,0,0,0,0,0,17,0.00145722
